Current(A),Voltage(V),temperature,Step_Time(s),Step_Index,SOC
0.0,3.467052936554,0,60.014979273968,1,0.8
0.99989306926727,3.6348762512207,0,10.015532780552,2,0.8
0.99953317642212,3.6405460834503,0,20.015600460758,2,0.801388249918449
0.99953317642212,3.6444337368011,0,30.030884178443,2,0.8027786121888805
0.9997131228447,3.6473495960236,0,40.046292184458,2,0.8041692420241939
0.99989306926727,3.649617433548,0,50.046324131017,2,0.8055579868347239
0.99989306926727,3.651237487793,0,60.06171308978,2,0.806948864335541
0.99953317642212,3.6526954174042,0,70.07723857724,2,0.8083392601694324
0.9997131228447,3.6536672115326,0,80.092802630371,2,0.8097299116717388
0.9997131228447,3.6548013687134,0,90.108384612982,2,0.8111205656635364
0.99989306926727,3.6556112766266,0,100.12370771337,2,0.812511434018335
0.9997131228447,3.6564211845398,0,110.13927251836,2,0.8139020856250364
0.9997131228447,3.6570692062378,0,120.15468803802,2,0.8152927165036123
0.99989306926727,3.6580410003662,0,130.17023359527,2,0.8166836157518936
0.9997131228447,3.658851146698,0,140.18570571533,2,0.818074254489381
0.99953317642212,3.6596610546112,0,150.20122851613,2,0.8194646499502993
0.9997131228447,3.6604709625244,0,160.21665971969,2,0.8208552830065697
0.9997131228447,3.6612808704376,0,170.23222905593,2,0.8222459352424308
0.9997131228447,3.6622529029846,0,180.24767633437,2,0.8236365705306831
0.99953317642212,3.6630628108978,0,190.24770611556,2,0.825024815187837
0.9997131228447,3.66419672966,0,200.26303384743,2,0.8264154338771621
0.9997131228447,3.6653306484222,0,210.2786440701,2,0.8278060917900649
0.99953317642212,3.6663026809692,0,220.29401179117,2,0.8291964657221866
0.99989306926727,3.6674365997314,0,230.30952313354,2,0.8305873602189093
0.99989306926727,3.6685705184937,0,240.32503492202,2,0.8319782547775851
0.9997131228447,3.6695425510406,0,250.34051205953,2,0.8333688942117407
0.99989306926727,3.6708383560181,0,260.35608245841,2,0.8347597969098793
0.9997131228447,3.6718103885651,0,270.3715214964,2,0.8361504310539529
0.9997131228447,3.6731061935425,0,280.38702538027,2,0.837541074201815
0.99989306926727,3.6742403507233,0,290.38704724682,2,0.8389298176124934
0.9997131228447,3.6753742694855,0,300.40236842745,2,0.8403204353921851
0.9997131228447,3.6766700744629,0,310.41787133389,2,0.841711078404332
0.99989306926727,3.6778039932251,0,320.43337242583,2,0.8431019714775361
0.9997131228447,3.6789379119873,0,330.44886431995,2,0.8444926129606328
0.99989306926727,3.6800718307495,0,340.44889117387,2,0.8458813570639274
0.9997131228447,3.6813678741455,0,350.46424192786,2,0.847271978949852
0.9997131228447,3.6823399066925,0,360.479719722,2,0.84866261847518
0.99989306926727,3.6837978363037,0,370.49522703437,2,0.8500535124122404
0.99989306926727,3.6849317550659,0,380.51072747971,2,0.8514444053956485
0.99953317642212,3.6859035491943,0,390.5264977845,2,0.8528348352160736
0.9997131228447,3.6870374679565,0,400.54170823543,2,0.8542254376210523
0.9997131228447,3.6881716251373,0,410.55721152783,2,0.8556160806867893
0.9997131228447,3.6894674301147,0,420.57280597636,2,0.8570067364094679
0.9997131228447,3.690601348877,0,430.58822807735,2,0.8583973682018552
0.9997131228447,3.6918973922729,0,440.60374388078,2,0.8597880130047367
0.99989306926727,3.6927073001862,0,450.61920616645,2,0.8611789006887575
0.9997131228447,3.6940031051636,0,460.63490605656,2,0.8625695710518987
0.99989306926727,3.6951372623444,0,470.65018667656,2,0.8639604335072744
0.99953317642212,3.6962711811066,0,480.66571882555,2,0.8653508302659463
0.99953317642212,3.697242975235,0,490.66584736674,2,0.8667390886333637
0.99989306926727,3.698539018631,0,500.68105701066,2,0.8681299412320046
0.99953317642212,3.6995108127594,0,510.69654118563,2,0.8695203313307287
0.9997131228447,3.7004828453064,0,520.71207346995,2,0.8709109784219662
0.9997131228447,3.7017788887024,0,530.72757542905,2,0.8723016213025758
0.99989306926727,3.7029128074646,0,540.74304013572,2,0.8736925093228106
0.99953317642212,3.703884601593,0,550.75873193576,2,0.8750829282448882
0.9997131228447,3.7050187587738,0,560.77405447475,2,0.8764735462131868
0.9997131228447,3.705828666687,0,570.78956412793,2,0.8778641901621121
0.9997131228447,3.7071244716644,0,580.80501229859,2,0.8792548255742482
0.99953317642212,3.7080965042114,0,590.80505076632,2,0.8806430714373028
0.99953317642212,3.7090685367584,0,600.82041901371,2,0.8820334454424904
0.9997131228447,3.7102024555206,0,610.83588485319,2,0.8834240833079252
0.9997131228447,3.7110123634338,0,620.85143257581,2,0.8848147325427559
0.99953317642212,3.712146282196,0,630.86688078155,2,0.8862051176480856
0.99953317642212,3.7132802009583,0,640.8823984847,2,0.8875955124013275
0.99989306926727,3.7144141197205,0,650.89788839891,2,0.8889864039222352
0.99989306926727,3.7153861522675,0,660.91339538046,2,0.8903772978133532
0.99953317642212,3.7161960601807,0,670.92886738023,2,0.8917676862218666
0.9997131228447,3.7173299789429,0,680.94442290721,2,0.8931583365403252
0.9997131228447,3.7184638977051,0,690.94445884868,2,0.8945468319791594
0.99953317642212,3.7194359302521,0,700.95973567928,2,0.8959371932934979
0.9997131228447,3.7204079627991,0,710.97530948661,2,0.8973278461501656
0.9997131228447,3.7213797569275,0,720.99072932197,2,0.8987184776279723
0.9997131228447,3.7225136756897,0,731.0063914083,2,0.9001091427420949
0.99953317642212,3.7233235836029,0,741.02172094465,2,0.901499511373259
0.99989306926727,3.7242956161499,0,751.03726808583,2,0.902890410841507
0.9997131228447,3.7252676486969,0,761.05271015134,2,0.9042810454059489
0.9997131228447,3.7260775566101,0,771.0682525708,2,0.9056716939044408
0.9997131228447,3.7270495891571,0,781.08369389948,2,0.9070623283665745
0.9997131228447,3.7280213832855,0,791.08372296389,2,0.9084508228505355
0.9997131228447,3.7286694049835,0,801.09922181527,2,0.9098414652996412
0.9997131228447,3.7294793128967,0,811.11457754159,2,0.911232087875969
